imu,it,ex,ey,ez,ax,ay,az,temp
0,0,-0.007456964813173,0.021305613219738,0.002130561508238,-1.647235870361328,0.569828689098358,-9.883415222167968,27.63
0,1,-0.005326403304935,0.020240332931280,0.002130561508238,-1.623293638229370,0.459693729877472,-9.830741882324218,27.63
0,2,-0.005326403304935,0.020240332931280,0.002130561508238,-1.623293638229370,0.459693729877472,-9.830741882324218,27.63
0,3,-0.005326403304935,0.020240332931280,0.000000000000000,-1.613716483116150,0.498001545667648,-9.845107078552246,27.62
0,4,-0.007456964813173,0.021305613219738,0.002130561508238,-1.623293638229370,0.488424599170685,-9.883415222167968,27.62
0,5,-0.005326403304935,0.019175054505467,0.001065280754119,-1.685543656349182,0.498001545667648,-9.802011489868164,27.62
0,6,-0.005326403304935,0.022370895370841,0.004261123016477,-1.637658953666687,0.574617147445679,-9.849896430969238,27.62
0,7,-0.006391684990376,0.019175054505467,0.002130561508238,-1.632870435714722,0.512367010116577,-9.859473228454589,27.63
0,8,-0.006391684990376,0.019175054505467,0.002130561508238,-1.632870435714722,0.512367010116577,-9.859473228454589,27.63
0,9,-0.006391684990376,0.020240332931280,0.003195842495188,-1.623293638229370,0.512367010116577,-9.845107078552246,27.62
0,10,-0.005326403304935,0.021305613219738,0.002130561508238,-1.647235870361328,0.517155468463898,-9.854684829711914,27.62
0,11,-0.006391684990376,0.019175054505467,0.002130561508238,-1.671178221702576,0.502790033817291,-9.907357215881347,27.63
0,12,-0.006391684990376,0.021305613219738,0.002130561508238,-1.632870435714722,0.536309361457825,-9.854684829711914,27.62
0,13,-0.006391684990376,0.020240332931280,0.004261123016477,-1.685543656349182,0.550674796104431,-9.821165084838867,27.62
0,14,-0.006391684990376,0.020240332931280,0.002130561508238,-1.632870435714722,0.512367010116577,-9.926511764526367,27.64
0,15,-0.006391684990376,0.020240332931280,0.002130561508238,-1.632870435714722,0.512367010116577,-9.926511764526367,27.64
