imu,it,ex,ey,ez,ax,ay,az,temp
11,0,-0.004261123016477,0.041545946151018,-0.007456964813173,-0.804464042186737,-1.867505788803100,-8.485180854797363,26.28
11,1,-0.006391684990376,0.041545946151018,-0.007456964813173,-0.842771828174591,-1.867505788803100,-8.470814704895019,26.31
11,2,-0.004261123016477,0.041545946151018,-0.006391684990376,-0.842771828174591,-1.833986520767212,-8.542641639709472,26.30
11,3,-0.004261123016477,0.041545946151018,-0.006391684990376,-0.842771828174591,-1.833986520767212,-8.542641639709472,26.30
11,4,-0.004261123016477,0.041545946151018,-0.006391684990376,-0.847560346126556,-1.867505788803100,-8.499546051025390,26.30
11,5,-0.005326403304935,0.041545946151018,-0.008522246032953,-0.852348804473877,-1.833986520767212,-8.513911247253417,26.31
11,6,-0.003195842495188,0.042611226439476,-0.007456964813173,-0.866714239120483,-1.896236658096313,-8.451661109924316,26.30
11,7,-0.005326403304935,0.040480665862560,-0.006391684990376,-0.890656650066376,-1.862717270851135,-8.518699645996093,26.32
11,8,-0.004261123016477,0.041545946151018,-0.007456964813173,-0.852348804473877,-1.872294425964355,-8.480391502380371,26.30
11,9,-0.005326403304935,0.041545946151018,-0.005326403304935,-0.852348804473877,-1.833986520767212,-8.566584587097167,26.31
11,10,-0.005326403304935,0.041545946151018,-0.005326403304935,-0.852348804473877,-1.833986520767212,-8.566584587097167,26.31
11,11,-0.004261123016477,0.041545946151018,-0.007456964813173,-0.837983369827271,-1.862717270851135,-8.470814704895019,26.32
11,12,-0.004261123016477,0.041545946151018,-0.005326403304935,-0.833194911479950,-1.862717270851135,-8.499546051025390,26.31
11,13,-0.003195842495188,0.040480665862560,-0.006391684990376,-0.857137262821198,-1.862717270851135,-8.504334449768066,26.32
11,14,-0.004261123016477,0.040480665862560,-0.006391684990376,-0.823617935180664,-1.877082824707031,-8.499546051025390,26.31
11,15,-0.003195842495188,0.041545946151018,-0.006391684990376,-0.866714239120483,-1.838774919509888,-8.523488044738769,26.32
11,16,-0.004261123016477,0.041545946151018,-0.005326403304935,-0.833194911479950,-1.838774919509888,-8.494757652282714,26.30
11,17,-0.004261123016477,0.040480665862560,-0.006391684990376,-0.871502697467804,-1.857928872108459,-8.523488044738769,26.32
11,18,-0.005326403304935,0.041545946151018,-0.007456964813173,-0.866714239120483,-1.853140473365784,-8.528276443481445,26.31
11,19,-0.006391684990376,0.042611226439476,-0.007456964813173,-0.852348804473877,-1.886659741401672,-8.552218437194824,26.31
11,20,-0.004261123016477,0.041545946151018,-0.007456964813173,-0.837983369827271,-1.862717270851135,-8.552218437194824,26.32
11,21,-0.005326403304935,0.041545946151018,-0.007456964813173,-0.823617935180664,-1.881871223449707,-8.485180854797363,26.30
11,22,-0.004261123016477,0.040480665862560,-0.006391684990376,-0.823617935180664,-1.877082824707031,-8.504334449768066,26.32
11,23,-0.005326403304935,0.042611226439476,-0.007456964813173,-0.842771828174591,-1.862717270851135,-8.533064842224121,26.31
11,24,-0.004261123016477,0.041545946151018,-0.006391684990376,-0.847560346126556,-1.862717270851135,-8.475603103637695,26.32
11,25,-0.004261123016477,0.041545946151018,-0.006391684990376,-0.847560346126556,-1.862717270851135,-8.475603103637695,26.32
11,26,-0.005326403304935,0.041545946151018,-0.005326403304935,-0.876291215419769,-1.857928872108459,-8.518699645996093,26.30
11,27,-0.006391684990376,0.042611226439476,-0.007456964813173,-0.823617935180664,-1.857928872108459,-8.480391502380371,26.31
11,28,-0.004261123016477,0.041545946151018,-0.007456964813173,-0.866714239120483,-1.881871223449707,-8.489969253540039,26.31
11,29,-0.004261123016477,0.041545946151018,-0.005326403304935,-0.837983369827271,-1.829198002815246,-8.523488044738769,26.31
11,30,-0.004261123016477,0.042611226439476,-0.006391684990376,-0.847560346126556,-1.881871223449707,-8.499546051025390,26.33
11,31,-0.003195842495188,0.041545946151018,-0.006391684990376,-0.837983369827271,-1.824409484863281,-8.561796188354492,26.32
11,32,-0.003195842495188,0.041545946151018,-0.006391684990376,-0.837983369827271,-1.824409484863281,-8.561796188354492,26.32
11,33,-0.004261123016477,0.040480665862560,-0.007456964813173,-0.857137262821198,-1.838774919509888,-8.489969253540039,26.30
11,34,-0.005326403304935,0.041545946151018,-0.007456964813173,-0.799675583839417,-1.881871223449707,-8.528276443481445,26.31
11,35,-0.004261123016477,0.040480665862560,-0.005326403304935,-0.823617935180664,-1.857928872108459,-8.504334449768066,26.30
11,36,-0.006391684990376,0.040480665862560,-0.005326403304935,-0.814041018486023,-1.843563318252563,-8.523488044738769,26.30
11,37,-0.005326403304935,0.041545946151018,-0.006391684990376,-0.833194911479950,-1.862717270851135,-8.432506561279296,26.31
11,38,-0.004261123016477,0.041545946151018,-0.005326403304935,-0.833194911479950,-1.881871223449707,-8.451661109924316,26.32
11,39,-0.005326403304935,0.040480665862560,-0.005326403304935,-0.847560346126556,-1.886659741401672,-8.557006835937500,26.32
11,40,-0.005326403304935,0.040480665862560,-0.005326403304935,-0.847560346126556,-1.886659741401672,-8.557006835937500,26.32
11,41,-0.004261123016477,0.042611226439476,-0.006391684990376,-0.857137262821198,-1.886659741401672,-8.494757652282714,26.32
11,42,-0.004261123016477,0.041545946151018,-0.005326403304935,-0.814041018486023,-1.853140473365784,-8.480391502380371,26.30
11,43,-0.004261123016477,0.040480665862560,-0.007456964813173,-0.866714239120483,-1.877082824707031,-8.480391502380371,26.32
11,44,-0.004261123016477,0.041545946151018,-0.006391684990376,-0.842771828174591,-1.867505788803100,-8.489969253540039,26.30
