imu,it,ex,ey,ez,ax,ay,az,temp
4,0,0.006391684990376,-0.051133479923010,0.005326403304935,-1.024734020233154,2.351141929626465,-9.600895881652832,26.39
4,1,0.007456964813173,-0.050068192183971,0.007456964813173,-1.029522418975830,2.308045625686645,-9.538644790649414,26.39
4,2,0.007456964813173,-0.049002911895514,0.006391684990376,-0.986426174640656,2.327199459075928,-9.581741333007812,26.38
4,3,0.006391684990376,-0.051133479923010,0.007456964813173,-1.010368585586548,2.384661197662353,-9.533856391906738,26.38
4,4,0.006391684990376,-0.049002911895514,0.006391684990376,-1.029522418975830,2.303256988525391,-9.505125999450683,26.39
4,5,0.006391684990376,-0.049002911895514,0.005326403304935,-1.015156984329224,2.341564893722534,-9.576952934265136,26.39
4,6,0.006391684990376,-0.050068192183971,0.007456964813173,-1.010368585586548,2.327199459075928,-9.509914398193359,26.39
4,7,0.006391684990376,-0.050068192183971,0.007456964813173,-1.010368585586548,2.327199459075928,-9.509914398193359,26.39
4,8,0.006391684990376,-0.049002911895514,0.005326403304935,-0.996003091335297,2.308045625686645,-9.543433189392089,26.38
4,9,0.006391684990376,-0.050068192183971,0.007456964813173,-0.996003091335297,2.331988096237183,-9.553009986877441,26.39
4,10,0.007456964813173,-0.050068192183971,0.006391684990376,-1.005580067634582,2.336776494979858,-9.533856391906738,26.39
4,11,0.007456964813173,-0.050068192183971,0.007456964813173,-1.034310936927795,2.370296001434326,-9.514702796936035,26.39
4,12,0.006391684990376,-0.049002911895514,0.006391684990376,-1.010368585586548,2.331988096237183,-9.476394653320312,26.38
4,13,0.006391684990376,-0.049002911895514,0.007456964813173,-1.029522418975830,2.365507364273071,-9.634414672851562,26.40
4,14,0.006391684990376,-0.049002911895514,0.005326403304935,-1.000791549682617,2.370296001434326,-9.562587738037109,26.38
4,15,0.006391684990376,-0.050068192183971,0.005326403304935,-1.029522418975830,2.346353530883789,-9.543433189392089,26.39
4,16,0.006391684990376,-0.049002911895514,0.006391684990376,-1.005580067634582,2.375084400177002,-9.543433189392089,26.39
4,17,0.007456964813173,-0.049002911895514,0.005326403304935,-0.991214632987976,2.308045625686645,-9.529067993164062,26.37
4,18,0.006391684990376,-0.047937631607056,0.006391684990376,-0.976849198341370,2.346353530883789,-9.519491195678710,26.37
4,19,0.006391684990376,-0.049002911895514,0.005326403304935,-0.996003091335297,2.360718727111816,-9.519491195678710,26.40
4,20,0.007456964813173,-0.049002911895514,0.006391684990376,-0.972060739994049,2.322411060333252,-9.610472679138183,26.38
4,21,0.007456964813173,-0.049002911895514,0.006391684990376,-0.972060739994049,2.322411060333252,-9.610472679138183,26.38
4,22,0.006391684990376,-0.050068192183971,0.005326403304935,-1.039099335670471,2.346353530883789,-9.567376136779785,26.39
4,23,0.005326403304935,-0.049002911895514,0.005326403304935,-1.024734020233154,2.341564893722534,-9.572164535522460,26.38
4,24,0.007456964813173,-0.050068192183971,0.006391684990376,-1.019945502281189,2.341564893722534,-9.548221588134765,26.39
4,25,0.007456964813173,-0.049002911895514,0.006391684990376,-0.996003091335297,2.322411060333252,-9.643991470336914,26.37
4,26,0.006391684990376,-0.049002911895514,0.007456964813173,-1.005580067634582,2.346353530883789,-9.553009986877441,26.39
4,27,0.006391684990376,-0.050068192183971,0.006391684990376,-0.986426174640656,2.312834262847900,-9.553009986877441,26.39
4,28,0.006391684990376,-0.047937631607056,0.005326403304935,-0.986426174640656,2.375084400177002,-9.600895881652832,26.39
4,29,0.007456964813173,-0.051133479923010,0.006391684990376,-0.986426174640656,2.341564893722534,-9.567376136779785,26.41
4,30,0.006391684990376,-0.050068192183971,0.006391684990376,-1.039099335670471,2.317622661590576,-9.562587738037109,26.39
4,31,0.007456964813173,-0.049002911895514,0.006391684990376,-0.976849198341370,2.351141929626465,-9.586529731750488,26.38
4,32,0.005326403304935,-0.051133479923010,0.006391684990376,-0.986426174640656,2.336776494979858,-9.524279594421386,26.39
4,33,0.006391684990376,-0.049002911895514,0.005326403304935,-1.019945502281189,2.331988096237183,-9.600895881652832,26.40
4,34,0.005326403304935,-0.050068192183971,0.006391684990376,-1.000791549682617,2.331988096237183,-9.485972404479980,26.39
4,35,0.005326403304935,-0.050068192183971,0.006391684990376,-1.000791549682617,2.331988096237183,-9.485972404479980,26.39
4,36,0.006391684990376,-0.047937631607056,0.005326403304935,-0.986426174640656,2.298468589782715,-9.572164535522460,26.40
4,37,0.007456964813173,-0.050068192183971,0.006391684990376,-0.986426174640656,2.360718727111816,-9.553009986877441,26.40
4,38,0.006391684990376,-0.049002911895514,0.006391684990376,-1.043887853622436,2.379872798919678,-9.567376136779785,26.38
4,39,0.007456964813173,-0.050068192183971,0.006391684990376,-1.029522418975830,2.370296001434326,-9.567376136779785,26.39
4,40,0.007456964813173,-0.049002911895514,0.006391684990376,-1.015156984329224,2.327199459075928,-9.576952934265136,26.39
4,41,0.006391684990376,-0.049002911895514,0.006391684990376,-1.039099335670471,2.365507364273071,-9.538644790649414,26.41
4,42,0.006391684990376,-0.049002911895514,0.007456964813173,-1.015156984329224,2.331988096237183,-9.514702796936035,26.37
4,43,0.005326403304935,-0.050068192183971,0.005326403304935,-1.019945502281189,2.312834262847900,-9.543433189392089,26.39
4,44,0.006391684990376,-0.050068192183971,0.006391684990376,-1.024734020233154,2.360718727111816,-9.533856391906738,26.39
4,45,0.007456964813173,-0.049002911895514,0.007456964813173,-1.010368585586548,2.298468589782715,-9.610472679138183,26.41
4,46,0.006391684990376,-0.049002911895514,0.006391684990376,-1.019945502281189,2.351141929626465,-9.576952934265136,26.38
4,47,0.007456964813173,-0.049002911895514,0.006391684990376,-0.986426174640656,2.351141929626465,-9.581741333007812,26.40
4,48,0.006391684990376,-0.047937631607056,0.006391684990376,-1.029522418975830,2.298468589782715,-9.610472679138183,26.38
4,49,0.006391684990376,-0.047937631607056,0.006391684990376,-1.029522418975830,2.298468589782715,-9.610472679138183,26.38
4,50,0.007456964813173,-0.051133479923010,0.006391684990376,-1.024734020233154,2.365507364273071,-9.553009986877441,26.40
4,51,0.006391684990376,-0.050068192183971,0.006391684990376,-1.019945502281189,2.355930328369141,-9.543433189392089,26.39
4,52,0.006391684990376,-0.050068192183971,0.006391684990376,-0.976849198341370,2.351141929626465,-9.529067993164062,26.40
4,53,0.007456964813173,-0.049002911895514,0.006391684990376,-0.996003091335297,2.322411060333252,-9.538644790649414,26.40
4,54,0.006391684990376,-0.049002911895514,0.005326403304935,-1.024734020233154,2.355930328369141,-9.553009986877441,26.39
4,55,0.005326403304935,-0.050068192183971,0.007456964813173,-1.000791549682617,2.312834262847900,-9.505125999450683,26.38
4,56,0.006391684990376,-0.049002911895514,0.006391684990376,-1.039099335670471,2.351141929626465,-9.624837875366210,26.39
4,57,0.005326403304935,-0.050068192183971,0.006391684990376,-0.986426174640656,2.336776494979858,-9.524279594421386,26.39
4,58,0.005326403304935,-0.049002911895514,0.006391684990376,-0.981637656688690,2.327199459075928,-9.557799339294433,26.40
4,59,0.006391684990376,-0.049002911895514,0.006391684990376,-1.029522418975830,2.389449834823608,-9.620049476623535,26.42
4,60,0.007456964813173,-0.049002911895514,0.005326403304935,-1.039099335670471,2.375084400177002,-9.543433189392089,26.40
4,61,0.007456964813173,-0.049002911895514,0.006391684990376,-0.986426174640656,2.346353530883789,-9.533856391906738,26.40
4,62,0.007456964813173,-0.050068192183971,0.006391684990376,-0.976849198341370,2.360718727111816,-9.591318130493164,26.40
4,63,0.007456964813173,-0.050068192183971,0.006391684990376,-0.976849198341370,2.360718727111816,-9.591318130493164,26.40
4,64,0.006391684990376,-0.049002911895514,0.006391684990376,-1.024734020233154,2.346353530883789,-9.557799339294433,26.40
4,65,0.007456964813173,-0.049002911895514,0.006391684990376,-1.024734020233154,2.336776494979858,-9.634414672851562,26.38
4,66,0.008522246032953,-0.049002911895514,0.005326403304935,-1.024734020233154,2.365507364273071,-9.529067993164062,26.40
4,67,0.007456964813173,-0.050068192183971,0.005326403304935,-1.048676371574402,2.336776494979858,-9.543433189392089,26.40
4,68,0.006391684990376,-0.047937631607056,0.005326403304935,-0.967272222042084,2.336776494979858,-9.620049476623535,26.39
4,69,0.006391684990376,-0.049002911895514,0.006391684990376,-1.053464770317078,2.360718727111816,-9.562587738037109,26.39
4,70,0.007456964813173,-0.050068192183971,0.006391684990376,-1.005580067634582,2.355930328369141,-9.557799339294433,26.39
4,71,0.006391684990376,-0.049002911895514,0.006391684990376,-1.024734020233154,2.355930328369141,-9.615261077880859,26.40
4,72,0.005326403304935,-0.050068192183971,0.006391684990376,-1.034310936927795,2.360718727111816,-9.553009986877441,26.37
4,73,0.006391684990376,-0.049002911895514,0.006391684990376,-1.000791549682617,2.341564893722534,-9.572164535522460,26.38
4,74,0.007456964813173,-0.050068192183971,0.007456964813173,-1.048676371574402,2.365507364273071,-9.610472679138183,26.39
4,75,0.006391684990376,-0.049002911895514,0.005326403304935,-1.000791549682617,2.370296001434326,-9.557799339294433,26.41
4,76,0.007456964813173,-0.047937631607056,0.006391684990376,-1.015156984329224,2.331988096237183,-9.605684280395507,26.39
4,77,0.007456964813173,-0.049002911895514,0.005326403304935,-0.967272222042084,2.355930328369141,-9.581741333007812,26.41
4,78,0.007456964813173,-0.049002911895514,0.005326403304935,-0.967272222042084,2.355930328369141,-9.581741333007812,26.41
4,79,0.007456964813173,-0.050068192183971,0.005326403304935,-1.082195639610290,2.331988096237183,-9.620049476623535,26.38
4,80,0.007456964813173,-0.050068192183971,0.006391684990376,-0.996003091335297,2.365507364273071,-9.576952934265136,26.38
4,81,0.006391684990376,-0.049002911895514,0.006391684990376,-1.015156984329224,2.298468589782715,-9.548221588134765,26.37
4,82,0.007456964813173,-0.049002911895514,0.006391684990376,-1.019945502281189,2.355930328369141,-9.548221588134765,26.39
4,83,0.006391684990376,-0.049002911895514,0.006391684990376,-0.996003091335297,2.322411060333252,-9.553009986877441,26.39
4,84,0.006391684990376,-0.050068192183971,0.006391684990376,-1.043887853622436,2.331988096237183,-9.553009986877441,26.40
4,85,0.007456964813173,-0.049002911895514,0.006391684990376,-1.005580067634582,2.322411060333252,-9.586529731750488,26.39
4,86,0.005326403304935,-0.049002911895514,0.007456964813173,-1.019945502281189,2.312834262847900,-9.591318130493164,26.40
4,87,0.007456964813173,-0.050068192183971,0.006391684990376,-0.996003091335297,2.327199459075928,-9.596106529235839,26.40
4,88,0.006391684990376,-0.049002911895514,0.006391684990376,-1.024734020233154,2.351141929626465,-9.529067993164062,26.41
4,89,0.006391684990376,-0.050068192183971,0.006391684990376,-1.019945502281189,2.341564893722534,-9.624837875366210,26.39
4,90,0.006391684990376,-0.050068192183971,0.005326403304935,-0.996003091335297,2.351141929626465,-9.548221588134765,26.39
4,91,0.006391684990376,-0.049002911895514,0.006391684990376,-0.991214632987976,2.322411060333252,-9.562587738037109,26.40
4,92,0.006391684990376,-0.049002911895514,0.006391684990376,-0.991214632987976,2.322411060333252,-9.562587738037109,26.40
4,93,0.007456964813173,-0.050068192183971,0.005326403304935,-1.043887853622436,2.355930328369141,-9.495549201965332,26.40
4,94,0.006391684990376,-0.049002911895514,0.007456964813173,-1.053464770317078,2.365507364273071,-9.634414672851562,26.41
4,95,0.005326403304935,-0.050068192183971,0.006391684990376,-0.991214632987976,2.370296001434326,-9.548221588134765,26.38
4,96,0.006391684990376,-0.047937631607056,0.006391684990376,-0.976849198341370,2.403815269470215,-9.596106529235839,26.40
4,97,0.006391684990376,-0.049002911895514,0.007456964813173,-1.043887853622436,2.384661197662353,-9.605684280395507,26.40
4,98,0.005326403304935,-0.049002911895514,0.006391684990376,-1.048676371574402,2.365507364273071,-9.586529731750488,26.40
4,99,0.006391684990376,-0.050068192183971,0.006391684990376,-1.034310936927795,2.384661197662353,-9.620049476623535,26.41
4,100,0.006391684990376,-0.050068192183971,0.005326403304935,-0.962483763694763,2.322411060333252,-9.572164535522460,26.40
4,101,0.005326403304935,-0.049002911895514,0.006391684990376,-1.015156984329224,2.360718727111816,-9.562587738037109,26.39
4,102,0.006391684990376,-0.049002911895514,0.006391684990376,-1.005580067634582,2.308045625686645,-9.500337600708007,26.38
4,103,0.007456964813173,-0.049002911895514,0.007456964813173,-0.962483763694763,2.317622661590576,-9.505125999450683,26.39
4,104,0.006391684990376,-0.049002911895514,0.007456964813173,-1.024734020233154,2.331988096237183,-9.557799339294433,26.39
4,105,0.007456964813173,-0.051133479923010,0.006391684990376,-1.048676371574402,2.322411060333252,-9.576952934265136,26.39
4,106,0.007456964813173,-0.051133479923010,0.006391684990376,-1.048676371574402,2.322411060333252,-9.576952934265136,26.39
4,107,0.006391684990376,-0.050068192183971,0.006391684990376,-0.996003091335297,2.370296001434326,-9.634414672851562,26.40
4,108,0.007456964813173,-0.047937631607056,0.006391684990376,-1.005580067634582,2.317622661590576,-9.557799339294433,26.38
4,109,0.006391684990376,-0.049002911895514,0.007456964813173,-1.029522418975830,2.394238233566284,-9.567376136779785,26.41
4,110,0.006391684990376,-0.050068192183971,0.007456964813173,-1.034310936927795,2.336776494979858,-9.524279594421386,26.39
4,111,0.006391684990376,-0.046872351318598,0.007456964813173,-0.996003091335297,2.355930328369141,-9.538644790649414,26.38
4,112,0.006391684990376,-0.050068192183971,0.006391684990376,-1.019945502281189,2.317622661590576,-9.553009986877441,26.40
4,113,0.006391684990376,-0.050068192183971,0.006391684990376,-1.024734020233154,2.298468589782715,-9.514702796936035,26.40
4,114,0.007456964813173,-0.047937631607056,0.007456964813173,-1.029522418975830,2.365507364273071,-9.615261077880859,26.39
4,115,0.007456964813173,-0.049002911895514,0.007456964813173,-1.034310936927795,2.346353530883789,-9.600895881652832,26.40
4,116,0.006391684990376,-0.049002911895514,0.005326403304935,-0.976849198341370,2.336776494979858,-9.600895881652832,26.42
4,117,0.007456964813173,-0.049002911895514,0.007456964813173,-1.000791549682617,2.341564893722534,-9.629626274108886,26.40
4,118,0.007456964813173,-0.047937631607056,0.006391684990376,-0.991214632987976,2.351141929626465,-9.485972404479980,26.40
4,119,0.006391684990376,-0.049002911895514,0.006391684990376,-1.000791549682617,2.365507364273071,-9.557799339294433,26.39
4,120,0.006391684990376,-0.049002911895514,0.006391684990376,-1.000791549682617,2.365507364273071,-9.557799339294433,26.39
4,121,0.006391684990376,-0.049002911895514,0.007456964813173,-1.039099335670471,2.394238233566284,-9.529067993164062,26.41
4,122,0.007456964813173,-0.049002911895514,0.005326403304935,-0.981637656688690,2.317622661590576,-9.548221588134765,26.40
4,123,0.007456964813173,-0.050068192183971,0.005326403304935,-0.981637656688690,2.341564893722534,-9.624837875366210,26.40
4,124,0.006391684990376,-0.047937631607056,0.006391684990376,-0.967272222042084,2.351141929626465,-9.624837875366210,26.40
4,125,0.007456964813173,-0.050068192183971,0.006391684990376,-1.063041806221008,2.336776494979858,-9.586529731750488,26.39
4,126,0.007456964813173,-0.049002911895514,0.006391684990376,-0.981637656688690,2.351141929626465,-9.615261077880859,26.39
4,127,0.007456964813173,-0.049002911895514,0.006391684990376,-1.024734020233154,2.394238233566284,-9.533856391906738,26.39
4,128,0.006391684990376,-0.049002911895514,0.006391684990376,-1.024734020233154,2.346353530883789,-9.524279594421386,26.39
4,129,0.007456964813173,-0.049002911895514,0.006391684990376,-1.000791549682617,2.331988096237183,-9.629626274108886,26.40
4,130,0.006391684990376,-0.049002911895514,0.006391684990376,-1.010368585586548,2.360718727111816,-9.509914398193359,26.38
4,131,0.005326403304935,-0.049002911895514,0.006391684990376,-1.015156984329224,2.322411060333252,-9.529067993164062,26.41
4,132,0.006391684990376,-0.049002911895514,0.006391684990376,-1.029522418975830,2.336776494979858,-9.548221588134765,26.39
4,133,0.005326403304935,-0.051133479923010,0.005326403304935,-1.024734020233154,2.331988096237183,-9.562587738037109,26.40
4,134,0.005326403304935,-0.051133479923010,0.005326403304935,-1.024734020233154,2.331988096237183,-9.562587738037109,26.40
4,135,0.007456964813173,-0.050068192183971,0.005326403304935,-1.053464770317078,2.355930328369141,-9.519491195678710,26.39
4,136,0.007456964813173,-0.049002911895514,0.005326403304935,-1.005580067634582,2.327199459075928,-9.576952934265136,26.39
4,137,0.007456964813173,-0.050068192183971,0.005326403304935,-0.986426174640656,2.365507364273071,-9.620049476623535,26.40
4,138,0.006391684990376,-0.049002911895514,0.006391684990376,-0.991214632987976,2.308045625686645,-9.533856391906738,26.40
4,139,0.007456964813173,-0.050068192183971,0.006391684990376,-1.034310936927795,2.370296001434326,-9.562587738037109,26.42
4,140,0.007456964813173,-0.050068192183971,0.006391684990376,-1.000791549682617,2.312834262847900,-9.586529731750488,26.41
4,141,0.006391684990376,-0.049002911895514,0.006391684990376,-0.976849198341370,2.317622661590576,-9.557799339294433,26.39
4,142,0.007456964813173,-0.049002911895514,0.005326403304935,-0.986426174640656,2.317622661590576,-9.562587738037109,26.39
4,143,0.007456964813173,-0.049002911895514,0.005326403304935,-1.015156984329224,2.312834262847900,-9.543433189392089,26.39
4,144,0.006391684990376,-0.049002911895514,0.006391684990376,-1.024734020233154,2.370296001434326,-9.600895881652832,26.41
4,145,0.006391684990376,-0.050068192183971,0.006391684990376,-1.024734020233154,2.341564893722534,-9.543433189392089,26.40
4,146,0.005326403304935,-0.050068192183971,0.006391684990376,-0.991214632987976,2.355930328369141,-9.557799339294433,26.40
4,147,0.005326403304935,-0.049002911895514,0.006391684990376,-1.039099335670471,2.331988096237183,-9.538644790649414,26.39
4,148,0.007456964813173,-0.049002911895514,0.006391684990376,-1.005580067634582,2.303256988525391,-9.548221588134765,26.39
4,149,0.007456964813173,-0.049002911895514,0.006391684990376,-1.005580067634582,2.303256988525391,-9.548221588134765,26.39
4,150,0.007456964813173,-0.049002911895514,0.006391684990376,-1.024734020233154,2.322411060333252,-9.538644790649414,26.40
4,151,0.005326403304935,-0.049002911895514,0.006391684990376,-1.005580067634582,2.322411060333252,-9.605684280395507,26.40
4,152,0.006391684990376,-0.049002911895514,0.006391684990376,-0.991214632987976,2.331988096237183,-9.648779869079589,26.39
4,153,0.006391684990376,-0.051133479923010,0.006391684990376,-1.043887853622436,2.312834262847900,-9.600895881652832,26.40
4,154,0.006391684990376,-0.050068192183971,0.007456964813173,-1.029522418975830,2.322411060333252,-9.591318130493164,26.40
4,155,0.007456964813173,-0.049002911895514,0.006391684990376,-1.039099335670471,2.370296001434326,-9.643991470336914,26.39
4,156,0.006391684990376,-0.050068192183971,0.006391684990376,-1.005580067634582,2.312834262847900,-9.533856391906738,26.37
4,157,0.005326403304935,-0.049002911895514,0.006391684990376,-1.005580067634582,2.355930328369141,-9.605684280395507,26.41
4,158,0.006391684990376,-0.050068192183971,0.007456964813173,-1.000791549682617,2.351141929626465,-9.591318130493164,26.41
4,159,0.006391684990376,-0.050068192183971,0.006391684990376,-1.005580067634582,2.346353530883789,-9.596106529235839,26.41
4,160,0.007456964813173,-0.049002911895514,0.006391684990376,-0.996003091335297,2.341564893722534,-9.567376136779785,26.41
4,161,0.006391684990376,-0.051133479923010,0.006391684990376,-0.962483763694763,2.331988096237183,-9.605684280395507,26.40
4,162,0.007456964813173,-0.050068192183971,0.005326403304935,-1.010368585586548,2.375084400177002,-9.586529731750488,26.40
4,163,0.007456964813173,-0.050068192183971,0.005326403304935,-1.010368585586548,2.375084400177002,-9.586529731750488,26.40
4,164,0.006391684990376,-0.050068192183971,0.006391684990376,-1.039099335670471,2.355930328369141,-9.576952934265136,26.41
4,165,0.007456964813173,-0.050068192183971,0.006391684990376,-1.029522418975830,2.336776494979858,-9.557799339294433,26.40
4,166,0.007456964813173,-0.050068192183971,0.005326403304935,-1.034310936927795,2.351141929626465,-9.600895881652832,26.39
4,167,0.006391684990376,-0.051133479923010,0.007456964813173,-0.996003091335297,2.346353530883789,-9.529067993164062,26.39
4,168,0.006391684990376,-0.047937631607056,0.007456964813173,-0.991214632987976,2.351141929626465,-9.462029457092285,26.41
4,169,0.006391684990376,-0.049002911895514,0.007456964813173,-0.976849198341370,2.351141929626465,-9.586529731750488,26.39
4,170,0.006391684990376,-0.050068192183971,0.006391684990376,-1.067830204963684,2.355930328369141,-9.529067993164062,26.41
4,171,0.007456964813173,-0.050068192183971,0.006391684990376,-1.005580067634582,2.336776494979858,-9.548221588134765,26.40
4,172,0.006391684990376,-0.049002911895514,0.006391684990376,-1.005580067634582,2.370296001434326,-9.610472679138183,26.40
4,173,0.007456964813173,-0.049002911895514,0.007456964813173,-1.063041806221008,2.360718727111816,-9.572164535522460,26.41
4,174,0.006391684990376,-0.049002911895514,0.006391684990376,-0.986426174640656,2.303256988525391,-9.557799339294433,26.40
4,175,0.006391684990376,-0.050068192183971,0.007456964813173,-0.991214632987976,2.360718727111816,-9.576952934265136,26.41
4,176,0.005326403304935,-0.051133479923010,0.007456964813173,-1.019945502281189,2.284103155136108,-9.505125999450683,26.40
4,177,0.005326403304935,-0.051133479923010,0.007456964813173,-1.019945502281189,2.284103155136108,-9.505125999450683,26.40
4,178,0.007456964813173,-0.049002911895514,0.006391684990376,-1.024734020233154,2.360718727111816,-9.553009986877441,26.40
4,179,0.006391684990376,-0.050068192183971,0.007456964813173,-0.972060739994049,2.279314756393433,-9.615261077880859,26.40
4,180,0.007456964813173,-0.050068192183971,0.006391684990376,-1.053464770317078,2.336776494979858,-9.562587738037109,26.41
